Jogo;Dia;Hora;Prova;SÉrie;Equipas;Pavilhão;1º Árbitro;2º Árbitro;JL;JL2
20;22/01/2023;18:00;CRINFM;ÚNICA;GAMA BARROS_V - CD_PATAIENSE;ES GAMA BARROS - CACÉM;HUGO CRUZ;;;
98;22/01/2023;15:00;CRCADM;ÚNICA;GAMA BARROS_V. - LOUSÃ_VC;ES GAMA BARROS - CACÉM;HUGO CRUZ;;;
1042;22/01/2023;10:00;CRFCAD;2ªF - A;SCP - CRP;PAV. JOÃO ROCHA - LISBOA;INÊS PEREIRA;;;
789;22/01/2023;17:00;CRFINF;2ªF - A;LVC A - SCP A;PAV. PROFESSOR TEOTÓNIO LIMA;MARGARIDA FORMIGA;;;
1041;22/01/2023;19:00;CRFCAD;2ªF - A;LVC - CSJB;PAV. PROFESSOR TEOTÓNIO LIMA;MARGARIDA FORMIGA;;;
476;22/01/2023;15:00;NSFII;.;CRPIEDE - GDCGUEI;PAV. CR PIEDENSE;MARIA FERREIRA;SOFIA COSTA;;
896;22/01/2023;15:00;CRFINI;2ªF - A;CFB A - LVC B;PAV. MESQUITA DE LISBOA;MARTA PAULA;;;
955;22/01/2023;17:00;CRFINI;2ªF - C;CFB B - CPA;PAV. MESQUITA DE LISBOA;MARTA PAULA;;;
822;22/01/2023;11:00;CRFINF;2ªF - B;SV - LV;PAV. ALTO DOS MOINHOS - TERRUGEM;MARTA RALHA;;;
925;22/01/2023;15:00;CRFINI;2ªF - B;SV B - CNG;PAV. ALTO DOS MOINHOS - TERRUGEM;MARTA RALHA;;;
474;22/01/2023;17:00;NSFII;.;CNGINAS - CFBELEN;COMPLEXO CNG;MICHELLE FERREIRA;GONÇALO MONTEIRO;;
1052;22/01/2023;11:00;CRFCAD;2ªF - B;CFB - SCT;PAV. MESQUITA DE LISBOA;PAULO DUQUE;;;
821;22/01/2023;12:00;CRFINF;2ªF - B;CSJB A - ADM;COL. SÃO JOÃO DE BRITO;PEDRO MATOS;;;
868;22/01/2023;10:00;CRFINF;2ªF - D;CSJB B - FCA B;COL. SÃO JOÃO DE BRITO;PEDRO MATOS;;;
845;22/01/2023;16:00;CNJBM;ÚNICA;CD_ALVERCA V - SC_CALDAS;ESC. SEC. GAGO COUTINHO;PEDRO MOUTA;;;
104;22/01/2023;15:00;CRCADM;ÚNICA;CV_OEIRAS - SL_BENFICA;ESC. SOPHIA MELLO BREYNER;RODRIGO ANDRADE;;;
954;22/01/2023;11:00;CRFINI;2ªF - C;CDMC - SV A;COL. MARISTAS DE CARCAVELOS;RUI CASTANHEIRA;;;
1093;22/01/2023;16:00;CRFJUV;2ªF - A;SCP - ESMT;Pav. Casal Vistoso;SAMUEL PATRÃO;;;
842;22/01/2023;15:00;CNJBM;ÚNICA;ODIVELAS_SC - MTBA;EB. CARLOS PAREDES;SANDRA BENTES;;;
981;22/01/2023;16:30;NSFI;A;SLBENFI - VITO SC;PAV. Nº2 - ESTÁDIO SLB;SANDRA DEVEZA;RUI REIS;ANDRÉ CARVALHO;DIOGO SILVA;
1216;22/01/2023;17:00;CNJBF;2ªF - SU;CR_PIEDENSE - AD_MARISTA;PAV. CR PIEDENSE;SOFIA COSTA;;;
500;04/02/2023;15:00;NSFII;.;CNGINAS - STTIRSO;COMPLEXO CNG;ALEXANDRE RIBEIRO;RUI REIS;; 
55;04/02/2023;15:00;CRINICM;ÚNICA;SL_BENFICA - CN_GINASTICA;PAV. Nº2 LUZ;ANDRÉ CARVALHO;; ; 
25;04/02/2023;18:30;CRINFM;ÚNICA;SL_BENFICA - SPORTING_CP;PAV. Nº2 LUZ;ANDRÉ CARVALHO;;;
1112;04/02/2023;17:00;CNJBF;2ªF - SP;AV_ATLÂNTICO - SC_BRAGA;COL. ATLÂNTICO;ANDRÉ CORREIA;;;
1320;04/02/2023;19:00;NSMIII;PS;AV_ATLA - JUVE SC;COL. ATLÂNTICO;ANDRÉ CORREIA;;;
901;04/02/2023;17:00;CRFINI;2ªF - A;LVC A - CSJB B;PAV. PROFESSOR TEOTÓNIO LIMA;BRUNO SILVA;;;
1097;04/02/2023;19:00;CRFJUV;2ªF - A;LVC - ESMT;PAV. PROFESSOR TEOTÓNIO LIMA;BRUNO SILVA;;;
876;04/02/2023;17:00;CRFINF;2ªF - D;VCS - ESMT B;PAV. MUN. ARANGUEZ;CARLOS SILVA;;;
1317;04/02/2023;19:00;NSMIII;PS;VC_SETU - SAOF_AD;PAV. MUN. ARANGUEZ;CARLOS SILVA;;;
183;04/02/2023;15:00;CRMJUV;ÚNICA;AM_NOGUEIRA - CN_GINÁSTICA;ESC. SEC. DANIEL SAMPAIO;CARLOTA BRAGA;;;
1022;04/02/2023;11:00;CRFINI;2ªF - E;SCP A - RCS;MULTIDESPORTIVO DO SCP;CAROLINA TAVARES;;;
992;04/02/2023;13:00;CRFINI;2ªF - D;SCP B - EP B;MULTIDESPORTIVO DO SCP;CAROLINA TAVARES;;;
1111;04/02/2023;17:00;CNJBF;2ªF - SP;CSJ_BRITO - ALA_GOND;COL. SÃO JOÃO DE BRITO;CATARINA RODRIGUES;;;
874;04/02/2023;19:00;CRFINF;2ªF - D;CSJB B - CFB;COL. SÃO JOÃO DE BRITO;CATARINA RODRIGUES;;;
376;04/02/2023;17:00;NSMII;.;C VOLEI - ATL.MAD;ESC. SOPHIA MELLO BREYNER;DANIEL FERNANDES;GONÇALO MONTEIRO;;
105;04/02/2023;17:30;CRCADM;ÚNICA;SC_TORRES - CV_OEIRAS;PAV. SC TORRES;DANIEL FONSECA;;;
816;04/02/2023;11:00;CRFINF;2ªF - B;SV - GDSC;PAV. ALTO DOS MOINHOS - TERRUGEM;GABRIELA RODRIGUES;;;
1112;04/02/2023;15:00;CRFJUV;2ªF - B;CVO - GDS;PAV. MUN. SÃO JULIÃO DA BARRA;GABRIELA SANTOS;;;
184;04/02/2023;15:00;CRMJUV;ÚNICA;CV_LISBOA - SO_MARINHENSE;ESC. SOPHIA MELLO BREYNER;GONÇALO MONTEIRO;;;
108;04/02/2023;15:00;CRCADM;ÚNICA;SL_BENFICA - AV_ATLÂNTICO;PAV. Nº2 LUZ;GONÇALO RAMOS;;;
1193;04/02/2023;19:00;CRFJUN;2ªF - B;MTBA - SL;EB2/3 D. CARLOS I;GONÇALO RAMOS;;;
181;04/02/2023;16:00;CRMJUV;ÚNICA;SC_TORRES - ODIVELAS_SC;PAV. SC TORRES;HENRIQUE LOPES;;;
902;04/02/2023;11:00;CRFINI;2ªF - A;CFB A - CVO;PAV. ACACIO ROSA- RESTELO;HUGO CRUZ;;;
1110;04/02/2023;14:30;CNJBF;2ªF - SP;CF_BELENENSES - GCD_GUEIFAES;PAV. ACACIO ROSA- RESTELO;HUGO CRUZ;;;
1084;04/02/2023;15:00;CRFCAD;2ªF - D;AVA - OSC;COL. ATLÂNTICO;INÊS MIGUEL;;;
56;04/02/2023;15:00;CRINICM;ÚNICA;CV_OEIRAS - SPORTING_CP;PAV. MUN. SÃO JULIÃO DA BARRA;INÊS PEREIRA;;;
794;04/02/2023;15:00;CRFINF;2ªF - A;SCP A - SLB;PAV. DA AJUDA;ION ANDRUSENCO;;;
836;04/02/2023;11:00;CRFINF;2ªF - C;CDMC - CVO;COL. MARISTAS DE CARCAVELOS;MADALENA PAIS;;;
991;04/02/2023;15:00;CRFINI;2ªF - D;CRP - VCS;PAV. CR PIEDENSE;MARGARIDA FORMIGA;;;
1224;04/02/2023;17:00;CNJBF;2ªF - SU;CR_PIEDENSE - SPORTING_CP;PAV. CR PIEDENSE;MARGARIDA FORMIGA;;;
1020;04/02/2023;15:00;CRFINI;2ªF - E;SL - LV;SALESIANOS DE LISBOA;MARIA FERREIRA;;;
1429;04/02/2023;17:00;NSFIII;PS;CSALES - AC_ALBU;SALESIANOS DE LISBOA;MARIA FERREIRA;;;
990;04/02/2023;14:00;CRFINI;2ªF - D;CSJB A - ADM;COL. SÃO JOÃO DE BRITO;MARIA JOÃO;;;
962;04/02/2023;15:00;CRFINI;2ªF - C;FCA - CFB B;ESC. SEC. BRAAMCAMP FREIRE;MARTA RALHA;;;
241;04/02/2023;17:00;CRMJun;ÚNICA;ODIVELAS_SC - CV_OEIRAS;ESC. SEC. BRAAMCAMP FREIRE;MARTA RALHA;;;
1033;04/02/2023;16:00;NSMI;A2;SCALDAS - VIAN VC;RAINHA DªLEONOR-CALDAS RAINHA;MICHELLE FERREIRA;SERGIO PEREIRA;;
645;04/02/2023;17:00;CNJB1F;ÚNICA;LOBATOS_V - SC_ARCOZELO;ESC. PEDRO EANES LOBATO;NICOLE SOUSA;;;
1021;04/02/2023;17:00;CRFINI;2ªF - E;EP A - OSC;COL. AMOR DE DEUS;PAULO DUQUE;;;
932;04/02/2023;12:00;CRFINI;2ªF - B;AVP - SV B;PAV. MUN. ARANGUEZ;PEDRO MOUTA;;;
243;04/02/2023;15:00;CRMJun;ÚNICA;VC_SETUBAL - GDR_BOM RETIRO;PAV. MUN. ARANGUEZ;PEDRO MOUTA;;;
900;04/02/2023;15:00;CRFINI;2ªF - A;LVC B - SLB;PAV. PROFESSOR TEOTÓNIO LIMA;RICARDO MADEIRA;;;
1083;04/02/2023;15:00;CRFCAD;2ªF - D;CVO - VCS;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
244;04/02/2023;12:00;CRMJun;ÚNICA;CN_GINÁSTICA - HENR_NOG_VOL;COMPLEXO CNG;RUI CASTANHEIRA;;;
375;04/02/2023;17:00;NSMII;.;CNGINAS - OEIRAS;COMPLEXO CNG;RUI REIS;ALEXANDRE RIBEIRO;;
242;04/02/2023;15:00;CRMJun;ÚNICA;SPORTING_CP - CV_LISBOA;MULTIDESPORTIVO SCP;SAMUEL PATRÃO;;;
1109;04/02/2023;19:00;CNJBF;2ªF - SP;CN_GINÁSTICA - DUMIENSE;COMPLEXO CNG;SAMUEL PATRÃO;;;
930;04/02/2023;16:00;CRFINI;2ªF - B;CDAV - SOM;ESC. SEC. GAGO COUTINHO;SANDRA BENTES;;;
1431;05/02/2023;17:00;NSFIII;PS;O.S.C. - FAMÕES;ESC. SEC. BRAAMCAMP FREIRE;ALEXANDRE RIBEIRO;; ;
494;05/02/2023;15:00;NSFII;.;LUSOFVC - SMAMEDE;PAV. PROFESSOR TEOTÓNIO LIMA;ANDRÉ CORREIA;MARIA FERREIRA;; 
1221;05/02/2023;19:00;CNJBF;2ªF - SU;AD_MARISTA - FAMÕES_CA;EXTERNATO MARISTAS LISBOA;ANDRÉ CORREIA;;;
1085;05/02/2023;15:00;CRFCAD;2ªF - D;CNG - CVL;COMPLEXO CNG;CARLOS SILVA;;;
994;05/02/2023;09:00;CRFINI;2ªF - D;CRP - CSJB A;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
1045;05/02/2023;11:00;CRFCAD;2ªF - A;CRP - CSJB;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
873;05/02/2023;11:30;CRFINF;2ªF - D;FCA B - CRP;ESC. SEC. CANEÇAS;CAROLINA TAVARES;;;
1171;05/02/2023;17:00;CRFJUN;2ªF - A;MADEIRA_TORRES - SPORTING_CP;ESC. SEC. MADEIRA TORRES;CATARINA PEREIRA;;;
849;05/02/2023;11:00;CRFINF;2ªF - C;EFL - AVA;ESC. FILIPA DE LENCASTRE;CATARINA RODRIGUES;;;
1223;05/02/2023;13:00;CNJBF;2ªF - SU;FILIPA_LENC - ODIVELAS_SC;ESC. FILIPA DE LENCASTRE;CATARINA RODRIGUES;;;
1432;05/02/2023;19:00;NSFIII;PS;AV_ATLA - CARRUPE;COL. ATLÂNTICO;DANIEL FERNANDES;;;
1172;05/02/2023;15:00;CRFJUN;2ªF - A;CSJ_BRITO - LUSÓFONA_VC;COL. SÃO JOÃO DE BRITO;DIOGO SILVA;;;
829;05/02/2023;17:00;CRFINF;2ªF - B;CSJB A - GDS;COL. SÃO JOÃO DE BRITO;DIOGO SILVA;;;
904;05/02/2023;12:00;CRFINI;2ªF - A;LVC A - LVC B;PAV. PROFESSOR TEOTÓNIO LIMA;GABRIELA SANTOS;;;
495;05/02/2023;18:00;NSFII;.;CFBELEN - STTIRSO;PAV. ACACIO ROSA- RESTELO;GONÇALO MONTEIRO;MICHELLE FERREIRA;;
1056;05/02/2023;15:00;CRFCAD;2ªF - B;SCT - LV;ESC. SÃO GONÇALO;HENRIQUE LOPES;;;
1215;05/02/2023;17:30;CRFJUN;2ªF - C;SCT - FCA;ESC. SÃO GONÇALO;HENRIQUE LOPES;;;
1117;05/02/2023;15:00;CNJBF;2ªF - SP;AV_ATLÂNTICO - DUMIENSE;COL. ATLÂNTICO;HUGO CRUZ;;;
1173;05/02/2023;17:00;CRFJUN;2ªF - A;AV_ATLÂNTICO - LOBATOS_V;COL. ATLÂNTICO;HUGO CRUZ;;;
22;05/02/2023;17:00;CRINFM;ÚNICA;SPORTING_CP - SO_MARINHENSE;MULTIDESPORTIVO SCP;INÊS MIGUEL;;;
993;05/02/2023;15:00;CRFINI;2ªF - D;ADM - SCP B;EXTERNATO MARISTAS LISBOA;INÊS PEREIRA;;;
1111;05/02/2023;17:00;CRFJUV;2ªF - B;ADM - BR;EXTERNATO MARISTAS LISBOA;INÊS PEREIRA;;;
1125;05/02/2023;15:00;CRFJUV;2ªF - C;SV - GCP;PAV. ALTO DOS MOINHOS - TERRUGEM;ION ANDRUSENCO;;;
1170;05/02/2023;17:00;CRFJUN;2ªF - A;SINTRA_V - SL_BENFICA;PAV. ALTO DOS MOINHOS - TERRUGEM;ION ANDRUSENCO;;;
493;05/02/2023;18:00;NSFII;.;CNGINAS - DUMIENS;COMPLEXO CNG;JORGE REIS;CARLOS SILVA;; 
1069;05/02/2023;11:00;CRFCAD;2ªF - C;CDMC - EFL;COL. MARISTAS DE CARCAVELOS;LEONOR CRUZ;;;
995;05/02/2023;15:00;CRFINI;2ªF - D;EP B - VCS;COL. AMOR DE DEUS;MADALENA PAIS;;;
1024;05/02/2023;17:00;CRFINI;2ªF - E;EP A - SL;COL. AMOR DE DEUS;MADALENA PAIS;;;
797;05/02/2023;17:00;CRFINF;2ªF - A;LVC A - SLB;PAV. PROFESSOR TEOTÓNIO LIMA;MARIA FERREIRA;;;
1068;05/02/2023;11:00;CRFCAD;2ªF - C;ADM - AMN;EXTERNATO MARISTAS LISBOA;MARIA JOÃO;;;
1110;05/02/2023;16:00;CRFJUV;2ªF - B;SLB - AMN;Esc. General Humberto Delgado;MARIANA GONÇALVES;;;
903;05/02/2023;18:00;CRFINI;2ªF - A;SLB - CFB A;Esc. General Humberto Delgado;MARIANA GONÇALVES;;;
827;05/02/2023;11:00;CRFINF;2ªF - B;GDSC - ADM;PAV. GUILHERME PINTO BASTO;MARIANA TIMÓTEO;;;
1098;05/02/2023;15:00;CRFJUV;2ªF - A;V4A - SCP;Esc. Sec. Cascais;NICOLE SOUSA;;;
1194;05/02/2023;13:00;CRFJUN;2ªF - B;EFL - CFB;ESC. FILIPA DE LENCASTRE;PAULO DUQUE;;;
1213;05/02/2023;18:00;CRFJUN;2ªF - C;CPA - CDAV;COL. PEDRO ARRUPE;PAULO DUQUE;;;
1214;05/02/2023;16:00;CRFJUN;2ªF - C;CVL - CNG;ESC. SEC. CAMILO CASTELO BRANCO;PEDRO MOUTA;;;
905;05/02/2023;15:00;CRFINI;2ªF - A;CVO - CSJB B;ESC. SOPHIA MELLO BREYNER;RODRIGO ANDRADE;;;
106;05/02/2023;13:00;CRCADM;ÚNICA;GAMA BARROS_V. - VC_SETÚBAL;ES GAMA BARROS - CACÉM;RUI CASTANHEIRA;;;
1046;05/02/2023;15:00;CRFCAD;2ªF - A;SCP - LVC;MULTIDESPORTIVO DO SCP;SANDRA BENTES;;;
937;05/02/2023;19:00;NSMI;A;SLBENFI - VITO SC;PAV. Nº2 LUZ;SANDRA DEVEZA;SOFIA COSTA;ANDRÉ CARVALHO;GONÇALO RAMOS;
491;05/02/2023;15:00;NSFII;.;CRPIEDE - ESMO GC;PAV. CR PIEDENSE;SERGIO PEREIRA;DANIEL FERNANDES;;
993;05/02/2023;15:30;NSFI;A;SLBENFI - LEIXOES;PAV. Nº2 LUZ;SOFIA COSTA;SANDRA DEVEZA;GONÇALO RAMOS;ANDRÉ CARVALHO;
570;06/02/2023;21:00;CNJB1M;ÚNICA;CV_OEIRAS - SL_BENFICA;PAV. MUN. SÃO JULIÃO DA BARRA;ANDRÉ CORREIA;;;
185;11/02/2023;18:00;CRMJUV;ÚNICA;MTBA - SC_TORRES;PAV. MTBA;AFONSO GONÇALVES;;;
1290;11/02/2023;18:30;CNSMIII;TF;GDS - FVC;PAV. MUN. SAMPAIO;ALEXANDRE RIBEIRO;;;
1226;11/02/2023;17:00;CNJBF;2ªF - SU;GC_PORTUGUÊS - AD_MARISTA;LICEU PEDRO NUNES;ANDRÉ CARVALHO;;;
801;11/02/2023;15:00;CRFINF;2ªF - A;ESMT A - SCP A;ESC. SEC. MADEIRA TORRES;ANDRÉ CORREIA;;;
1099;11/02/2023;17:00;CRFJUV;2ªF - A;ESMT - SCP;ESC. SEC. MADEIRA TORRES;ANDRÉ CORREIA;;;
1323;11/02/2023;15:00;NSMIII;PS;FAMOES - AC_ALBU;PAV. MUNICIPAL SUSANA BARROSO;CARLOS SILVA;;;
1048;11/02/2023;15:00;CRFCAD;2ªF - A;CRP - SCP;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
109;11/02/2023;16:00;CRCADM;ÚNICA;SL_BENFICA - SC_TORRES;ESC. GENERAL HUMBERTO DELGADO;DANIEL FONSECA;;;
966;11/02/2023;10:00;CRFINI;2ªF - C;CFB B - SV A;PAV. ACÁCIO ROSA;GABRIELA RODRIGUES;;;
878;11/02/2023;12:00;CRFINF;2ªF - D;CFB - FCA B;PAV. ACÁCIO ROSA;GABRIELA RODRIGUES;;;
968;11/02/2023;12:00;CRFINI;2ªF - C;CDMC - TCA;COL. MARISTAS DE CARCAVELOS;GONÇALO RAMOS;;;
1058;11/02/2023;15:00;CRFCAD;2ªF - B;GDSC - SCT;PAV. GUILHERME PINTO BASTO;HUGO CRUZ;;;
1296;11/02/2023;17:00;CNSFIII;TF;EFL - GDSC;PAV. GUILHERME PINTO BASTO;HUGO CRUZ;;;
996;11/02/2023;17:00;CRFINI;2ªF - D;EP B - ADM;COL. AMOR DE DEUS;INÊS MIGUEL;;;
998;11/02/2023;13:30;CRFINI;2ªF - D;VCS - CSJB A;PAV. MUN. ARANGUEZ;ION ANDRUSENCO;;;
111;11/02/2023;15:00;CRCADM;ÚNICA;VC_SETÚBAL - LOUSÃ_VC;PAV. MUN. ARANGUEZ;ION ANDRUSENCO;;;
1088;11/02/2023;17:00;CRFCAD;2ªF - D;VCS - CVL;PAV. MUN. ARANGUEZ;ION ANDRUSENCO;;;
58;11/02/2023;15:00;CRINICM;ÚNICA;CN_GINASTICA - SC_CALDAS;COMPLEXO CNG;JORGE REIS;;;
851;11/02/2023;17:00;CNJBM;ÚNICA;CN_GINÁSTICA - FAMOES_CA;COMPLEXO CNG;JORGE REIS;;;
937;11/02/2023;15:00;CRFINI;2ªF - B;AVP - CNG;PAV. MUN. JOÃO DOS SANTOS;MARGARIDA FORMIGA;;;
1145;11/02/2023;17:00;CRFJUV;2ªF - D;AVP - FCA;PAV. MUN. JOÃO DOS SANTOS;MARGARIDA FORMIGA;;;
1047;11/02/2023;15:00;CRFCAD;2ªF - A;CSJB - LVC;COL. SÃO JOÃO DE BRITO;MARIA FERREIRA;;;
1116;11/02/2023;18:00;CNJBF;2ªF - SP;CSJ_BRITO - AV_ATLÂNTICO;COL. SÃO JOÃO DE BRITO;MARIA FERREIRA;;;
1057;11/02/2023;15:00;CRFCAD;2ªF - B;SL - CFB;SALESIANOS DE LISBOA;MARIANA CASTRO;;;
997;11/02/2023;14:30;CRFINI;2ªF - D;SCP B - CRP;Pav. Da ajuda;MARIANA TIMÓTEO;;;
30;11/02/2023;15:00;CRINFM;ÚNICA;CV_OEIRAS - SO_MARINHENSE;PAV. MUN. SÃO JULIÃO DA BARRA;MATILDE MARANHA;;;
1114;11/02/2023;15:00;CNJBF;2ªF - SP;CF_BELENENSES - CNG;PAV. MIRAFLORES;MICHELLE FERREIRA;;;
852;11/02/2023;11:00;CRFINF;2ªF - C;CDMC - EFL;COL. MARISTAS DE CARCAVELOS;PAULO DUQUE;;;
1225;11/02/2023;15:00;CNJBF;2ªF - SU;FAMÕES_CA - SPORTING_CP;ES. CANEÇAS;PEDRO MOUTA;;;
941;11/02/2023;18:00;NSMI;A;SCPORT. - VITO SC;PAV. JOÃO ROCHA - LISBOA;PEDRO PINTO;RUI REIS;NICOLE SOUSA;CATARINA RODRIGUES;
59;11/02/2023;15:00;CRINICM;ÚNICA;SPORTING_CP - SL_BENFICA;PAV. MULTIDESPORTIVO SCP;RICARDO ADEIRA;;;
28;11/02/2023;17:00;CRINFM;ÚNICA;SPORTING_CP - CD_PATAIENSE;PAV. MULTIDESPORTIVO SCP;RICARDO MADEIRA;;;
110;11/02/2023;17:00;CRCADM;ÚNICA;CV_OEIRAS - GAMA BARROS_V;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
906;11/02/2023;19:00;CRFINI;2ªF - A;CVO - SLB;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
1000;11/02/2023;15:00;NSFI;A;SCPORT. - AJMOREI;PAV. JOÃO ROCHA - LISBOA;RUI REIS;PEDRO PINTO;CATARINA RODRIGUES;NICOLE SOUSA;
879;11/02/2023;09:00;CRFINF;2ªF - D;SCP B - CSJB B;PAV. JOÃO ROCHA - LISBOA;SAMUEL PATRÃO;;;
186;11/02/2023;15:00;CRMJUV;ÚNICA;ODIVELAS_SC - AV_ATLÂNTICO;ESC. SEC. BRAAMCAMP FREIRE;SANDRA BENTES;;;
1129;11/02/2023;17:00;CRFJUV;2ªF - C;OSC - CRP;ESC. SEC. BRAAMCAMP FREIRE;SANDRA BENTES;;;
1227;11/02/2023;15:00;CNJBF;2ªF - SU;ODIVELAS_SC - SO_MARINHENSE;EB. CARLOS PAREDES;SUSANA SALGADO;;;
907;12/02/2023;17:00;CRFINI;2ªF - A;CFB A - LVC A;PAV. ACÁCIO ROSA;AFONSO GONÇALVES;;;
1291;12/02/2023;15:00;CNSMIII;TF;AVP - GDS;PAV. MUN. JOÃO DOS SANTOS;ALEXANDRE RIBEIRO;;;
1144;12/02/2023;15:00;CRFJUV;2ªF - D;EFL - CPA;ESC. FILIPA DE LENCASTRE;ANDRÉ CARVALHO;;;
1228;12/02/2023;17:00;CNJBF;2ªF - SU;FILIPA_LENC - CR_PIEDENSE;ESC. FILIPA DE LENCASTRE;ANDRÉ CARVALHO;;;
1434;12/02/2023;17:00;NSFIII;PS;CARRUPE - CSALES;COL. PEDRO ARRUPE;ANDRÉ CORREIA;;;
1297;12/02/2023;15:00;CNSFIII;TF;VCS - AMN;PAV. MUN. ARANGUEZ;CARLOS SILVA;;;
1073;12/02/2023;13:00;CRFCAD;2ªF - C;AMN - CDAV;ESC. SEC. DANIEL SAMPAIO;CARLOTA BRAGA;;;
1115;12/02/2023;15:00;CRFJUV;2ªF - B;AMN - GDS;ESC. SEC. DANIEL SAMPAIO;CARLOTA BRAGA;;;
1087;12/02/2023;15:00;CRFCAD;2ªF - D;OSC - CNG;ESC. SEC. BRAAMCAMP FREIRE;CAROLINA TAVARES;;;
852;12/02/2023;17:00;CNJBM;ÚNICA;AM_NOGUEIRA - MTBA;ESC. SEC. DANIEL SAMPAIO;CATARINA RODRIGUES;;;
880;12/02/2023;11:00;CRFINF;2ªF - D;ESMT B - CDAV;ESC. SEC. MADEIRA TORRES;DANIEL FONSECA;;;
832;12/02/2023;11:00;CRFINF;2ªF - B;SV - CSJB A;EB2/3 ALTO DOS MOINHOS - TERRUGEM;DIOGO SILVA;;;
936;12/02/2023;15:00;CRFINI;2ªF - B;SV B - SOM;EB2/3 ALTO DOS MOINHOS - TERRUGEM;DIOGO SILVA;;;
853;12/02/2023;15:00;CRFINF;2ªF - C;V4A - CNG;Esc. Sec. Cascais;GABRIELA SANTOS;;;
1128;12/02/2023;17:00;CRFJUV;2ªF - C;SV - CFB;EB2/3 ALTO DOS MOINHOS - TERRUGEM;GONÇALO RAMOS;;;
854;12/02/2023;19:00;CNJBM;ÚNICA;SINTRA_V - CD_ALVERCA V;EB2/3 ALTO DOS MOINHOS - TERRUGEM;GONÇALO RAMOS;;;
1028;12/02/2023;11:00;CRFINI;2ªF - E;OSC - SL;SALESIANOS DE LISBOA;HENRIQUE LOPES;;;
1436;12/02/2023;17:00;NSFIII;PS;FAMOES - AV_ATLA;PAV. MUNICIPAL SUSANA BARROSO;JORGE REIS;;;
1027;12/02/2023;11:00;CRFINI;2ªF - E;SCP A - EP A;PAV. MULTIDESPORTIVO SCP;LEONOR CRUZ;;;
830;12/02/2023;11:00;CRFINF;2ªF - B;LV - GDSC;ESC. PEDRO EANES LOBATO;MARGARIDA FORMIGA;;;
29;12/02/2023;15:00;CRINFM;ÚNICA;GAMA BARROS_V - SL_BENFICA;ESC. SEC. GAMA BARROS;MARIA FERREIRA;;;
1113;12/02/2023;10:30;CRFJUV;2ªF - B;SLB - ADM;ESC. GENERAL HUMBERTO DELGADO;MARIANA CASTRO;;;
188;12/02/2023;11:00;CRMJUV;ÚNICA;CN_GINÁSTICA - CV_LISBOA;COMPLEXO CNG;MATILDE MARANHA;;;
1002;12/02/2023;15:00;NSFI;A;SCPORT. - CLUB K;PAV. JOÃO ROCHA - LISBOA;MICHELLE FERREIRA;SANDRA DEVEZA;CATARINA PEREIRA;HUGO CRUZ;
851;12/02/2023;11:30;CRFINF;2ªF - C;AVA - LVC B;COL. ATLÂNTICO;PAULO DUQUE;;;
853;12/02/2023;15:00;CNJBM;ÚNICA;ODIVELAS_SC - SC_CALDAS;EB. CARLOS PAREDES;PEDRO MOUTA;;;
91;12/02/2023;14:00;CRCADM;ÚNICA;CV_OEIRAS - SPORTING_CP;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
575;12/02/2023;18:00;CNJB1M;ÚNICA;SL_BENFICA - LEIXOES_SC;PAV. 1 EST. UNIVERSITÁRIO;RUI REIS;;;
805;12/02/2023;15:00;CRFINF;2ªF - A;LVC A - ESMT A;PAV. PROFESSOR TEOTÓNIO LIMA;SAMUEL PATRÃO;;;
1100;12/02/2023;17:00;CRFJUV;2ªF - A;LVC - V4A;PAV. PROFESSOR TEOTÓNIO LIMA;SAMUEL PATRÃO;;;
877;12/02/2023;17:00;CRFINF;2ªF - D;CRP - VCS;PAV. CR PIEDENSE;SANDRA BENTES;;;
1486;12/02/2023;18:00;TPM;QF;SCPORT. - ALA ALV;PAV. JOÃO ROCHA - LISBOA;SANDRA DEVEZA;MICHELLE FERREIRA;HUGO CRUZ;CATARINA PEREIRA;
855;12/02/2023;18:00;CNJBM;ÚNICA;SPORTING_CP - CP_ARRUPE;PAV. MULTIDESPORTIVO SCP;SOFIA COSTA;;;
967;12/02/2023;09:30;CRFINI;2ªF - C;FCA - CPA;ESC. SEC. BRAAMCAMP FREIRE;SUSANA SALGADO;;;
1503;04/03/2023;18:00;NSMII;P;AD MACH - CNGINAS;PAVILHÃO DO CANIÇAL;ALEXANDRE RIBEIRO;CANDIDA SOUSA;;
1870;04/03/2023;13:00;CNJUVF;D;LVC - SE;PAV. PROF. TEOTÓNIO LIMA;ANDRÉ CARVALHO;;;
1127;04/03/2023;17:00;CNJBF;2ªF - SP;CSJ_BRITO - SC_BRAGA;COL. SÃO JOÃO DE BRITO;ANDRÉ CORREIA;;;
1838;04/03/2023;15:00;CNJUVF;C;CSJB - SCC;COL. SÃO JOÃO DE BRITO;ANDRÉ CORREIA;;;
